entity	claims
United_Kingdom	Battle of Carillon||Battle of the Lys||Battle of Omdurman||Battle of Vlotho||Pacific War||Battle of Cecina||Battle of Brandywine||Battle of Long Island||Battle of Bunker Hill||Battle of Wandiwash||Battle of the Monongahela||Category:Films shot in the United Kingdom||Category:British people||999||112||BS 1363||Prime Minister of the United Kingdom||New Year's Day||Christmas||Saint Patrick's Day||International Workers' Day||Boxing Day||Easter Monday||Good Friday||Canada||Italy||Brazil||Germany||Israel||France||Lithuania||Australia||Serbia||Yemen||Ukraine||Kenya||Cyprus||Singapore||Argentina||Bangladesh||Holy See||Japan||Saint Kitts and Nevis||Spain||Kuwait||United States of America||Belgium||Albania||Armenia||Bulgaria||Bahrain||Chile||Egypt||Denmark||Philippines||Grenada||Indonesia||Kyrgyzstan||Iraq||Kosovo||Mexico||Malta||Malaysia||Namibia||Norway||New Zealand||Papua New Guinea||Morocco||Pakistan||Poland||Slovakia||Sudan||Trinidad and Tobago||San Marino||South Africa||Romania||United Arab Emirates||Portugal||Saudi Arabia||Switzerland||Taiwan||Somalia||Republic of Ireland||Kazakhstan||Iceland||Barbados||Libya||Cuba||Brunei||Peru||Mongolia||Uzbekistan||Venezuela||Uruguay||People's Republic of China||Azerbaijan||Iran||Greece||India||Turkey||South Korea||Russia||Hong Kong||Georgia||Hungary||North Korea||European Union||Northern Cyprus||history of the United Kingdom||London||Category:Burials in the United Kingdom||United Nations||North Atlantic Treaty Organization||Commonwealth of Nations||Council of Europe||G8||Organization for Economic Cooperation and Development||European Space Agency||World Trade Organization||G20||United Nations Security Council||European Southern Observatory||Organization for Security and Co-operation in Europe||International Bank for Reconstruction and Development||International Development Association||International Finance Corporation||Multilateral Investment Guarantee Agency||International Centre for Settlement of Investment Disputes||African Development Bank||Asian Development Bank||Australia Group||Caribbean Development Bank||Eurocontrol||Treaty on Open Skies||Missile Technology Control Regime||ANZUK||Southeast Asia Treaty Organization||Interpol||Nuclear Suppliers Group||Organisation for the Prohibition of Chemical Weapons||AUSCANNZUKUS||ABCANZ Armies||The Technical Cooperation Program||Combined Communications-Electronics Board||Air Force Interoperability Council||Movement Coordination Centre Europe||Organisation for Joint Armament Cooperation||International Hydrographic Organization||International Energy Agency||UNESCO||UNESCO||Universal Postal Union||International Telecommunication Union||European Union||Visa Waiver Program||World Meteorological Organization||World Health Organization||Five Eyes||Group on Earth Observations||states with nuclear weapons||AUKUS||left||Greenwich Mean Time||Western European Time||UTC±00:00||UTC+02:00||UTC−08:00||UTC+01:00||UTC−04:00||UTC−03:00||UTC±00:00||UTC−02:00||UTC+01:00||UTC−04:00||UTC+02:00||UTC−05:00||UTC+06:00||Europe/London||Category:Deaths in the United Kingdom||monarch of the United Kingdom||Republic of Ireland||France||Denmark||Venezuela||European Union||Cyprus||Germany||Antigua and Barbuda||Argentina||The Bahamas||Cuba||Maldives||Jamaica||Belgium||Saint Kitts and Nevis||Spain||Norway||Venezuela||death of Diana, Princess of Wales||7 July 2005 London bombings||Great Seal of the Realm||left||flag of the United Kingdom||Portal:United Kingdom||outline of the United Kingdom||pound sterling||White British||Black British||British Indian people||British Pakistanis||geography of the United Kingdom||United Kingdom||parliamentary monarchy||constitutional monarchy||unitary state||Supreme Court of the United Kingdom||House of Lords||Parliament of the United Kingdom||English||Welsh||Scottish Gaelic||Scots||Cornish||Irish||Ulster Scots||British Sign Language||United Kingdom of Great Britain and Ireland||Europe||royal coat of arms of the United Kingdom||Wikipedia:List of articles all languages should have||Wikipedia:Vital articles/Level/4||free country||Bank of England||Great Britain||United Kingdom of Great Britain and Ireland||Great Britain||Category:United Kingdom||Theresa May||David Cameron||Boris Johnson||Liz Truss||Rishi Sunak||British Isles||Great Britain||Ireland||Government of the United Kingdom||God Save the King||.uk||.gb||sovereign state||country||colonial power||realm||Commonwealth realm||island nation||OECD country||Ben Nevis||Category:Births in the United Kingdom||The Fens||England||Wales||Scotland||Northern Ireland||Southern Ireland||English||English||Polari||Scottish Cant||Angloromani||Welsh-Romani||Shelta||Irish||Scottish Gaelic||Welsh||Scots||British Sign Language||Cornish||Encyclopædia Britannica 11th edition||Brockhaus and Efron Encyclopedic Dictionary||Small Brockhaus and Efron Encyclopedic Dictionary||Sytin Military Encyclopedia||Sytin Military Encyclopedia||Brockhaus and Efron Encyclopedic Dictionary||Brockhaus and Efron Encyclopedic Dictionary||Brockhaus and Efron Encyclopedic Dictionary||Brockhaus and Efron Encyclopedic Dictionary||Brockhaus and Efron Encyclopedic Dictionary||Brockhaus and Efron Encyclopedic Dictionary||Encyclopædia Britannica Ninth Edition||TASS Encyclopedia||Common Travel Area||European Union||Commonwealth of Nations||Northern Europe||culture of the United Kingdom||Category:Maps of the United Kingdom||Template:Country data United Kingdom||Template:Country data Great Britain||Template:United Kingdom infobox||Australian National Maritime Museum||data.gov.uk||economy of the United Kingdom||United Kingdom of Great Britain and Ireland||demographics of the United Kingdom||Charles III||Elizabeth II||George VI||Edward VIII of the United Kingdom||George V
International_Criminal_Court	English||French||Category:International Criminal Court||international court||Medal of honor Dag Hammarskjold||Rome Statute of the International Criminal Court||Prosecutor of the International Criminal Court||Judge of the International Criminal Court||President of the International Criminal Court||Silvia Fernández de Gurmendi||Chile Eboe-Osuji||Philippe Kirsch||Song Sang-Hyun||Silvia Fernández de Gurmendi||Piotr Hofmański||The Hague||The Hague||Netherlands||WikiProject Human Rights||Wikipedia:Vital articles/Level/4||International Court of Justice||International Cricket Council
Karl_Rove	United States of America||male||Republican Party||University of Utah||University of Texas at Austin||George Mason University||Olympus High School||human||Denver||Lentapedia (full versions)||Lentapedia||Obalky knih.cz||journalist||politician||lobbyist||political adviser||Karl||Category:Karl Rove||Senior Advisor to the President of the United States||Senior Advisor to the President of the United States||Rove||English||The Wall Street Journal||United States of America
Big_Bird	Sesame Street||anthropomorphic canary||television character||puppet character||United States of America||English||Library of Congress Living Legend||star on Hollywood Walk of Fame||Caroll Spinney||Matt Vogel||male||Pino||Jim Henson||Pino||Sesame Street
Mother	female human||parent||Armenian Soviet Encyclopedia||Explanatory Dictionary of the Living Great Russian Language||Explanatory Dictionary of the Living Great Russian Language||Bible Encyclopedia of Archimandrite Nicephorus||Jewish Encyclopedia of Brockhaus and Efron||Metropolitan Museum of Art Tagging Vocabulary||female||Ahnentafel||child||father||motherhood||kinship||Matka||legal mother||biological mother||non-biological mother||Stele for Dimitris Pikionis, Filothei||Statue of Asia Minor Mother, Mytilene||Statue of Asia Minor Mother, Eleusis||Hope (Statue in Nea Tiryntha), Nea Tiryntha
Byrne	family name||Byrne||Latin script||Hozier-Byrne
Fareed_Zakaria	male||journalist||reporter||essayist||economist||political scientist||editorial columnist||international forum participant||writer||United States of America||Mumbai||human||Yale University||Harvard University||Cathedral and John Connon School||Berkeley College||Newsweek||The New Yorker||The Washington Post||Islam||Padma Bhushan||honorary doctorate from Harvard University||Ellis Island Medal of Honor||honorary doctor of the University of Miami||Honorary doctorate from Brown University||honorary doctor of Johns Hopkins University||Order of Merit (Ukraine), 3rd class||Rafiq Zakaria||Fatima Zakaria||Asif Zakaria||Arif Zakaria||international relations||creative and professional writing||non-fiction literature||journalism||political science||editor-in-chief||Obalky knih.cz||English||The Washington Post||World Economic Forum Annual Meeting 2014||World Economic Forum Annual Meeting 2013||World Economic Forum Annual Meeting 2015||World Economic Forum Annual Meeting 2016||World Economic Forum Annual Meeting 2017||World Economic Forum Annual Meeting 2018||World Economic Forum Annual Meeting 2019||World Economic Forum Annual Meeting 2022||World Economic Forum Annual Meeting 2020||World Economic Forum Annual Meeting 2004||CNN+
Pyongyang	Jakarta||Kathmandu||Tianjin||Baghdad||Moscow||Chiang Mai||Dubai||Algiers||North Korea||Korea under Japanese rule||Korean Empire||city||capital city||direct-controlled municipality||first-level administrative country subdivision||big city||million city||largest city||UTC+09:00||UTC+08:30||UTC+09:00||North Korea||Soviet Civil Administration||Korea under Japanese rule||Category:Pyongyang||Category:People from Pyongyang||Category:Deaths in Pyongyang||Category:People of Pyongyang||North Korea||Provisional People's Committee for North Korea||Goguryeo||North Hwanghae Province||South Pyongan Province||Taedong River||Pyongan||Seogyeong||Sytin Military Encyclopedia||World Heritage selection criterion (i)||World Heritage selection criterion (ii)||World Heritage selection criterion (iii)||World Heritage selection criterion (iv)||World Heritage selection criterion (vi)||Tentative World Heritage Site||Siege of Pyongyang (1593)||Siege of Pyongyang||Category:Maps of Pyongyang||Pyonggang County||Category:Views of Pyongyang||economy of Pyongyang||Asia||Wikipedia:Vital articles/Level/4
Zbigniew_Brzezinski	male||Warsaw||United States of America||Second Polish Republic||Democratic Party||McGill University||Harvard Law School||human||Guggenheim Fellowship||Knight of the Order of the White Eagle||Recipient of the Order of Tomáš Garrigue Masaryk, 1st class||Presidential Medal of Freedom||Order of the Three Stars, 2nd Class||Harvard Centennial Medal||Antonovych prize||Grand Officer of the Order of the Star of Romania||Order of Merit (Ukraine), 1st class||Great Cross with Star and Sash of the Order of Merit of the Federal Republic of Germany||Grand Cross of the Order of Grand Duke Gediminas||Order of Prince Yaroslav the Wise||honorary doctor of the University of Warsaw||Order of Stara Planina||Commander with Star of the Order of Merit of Hungary||Ellis Island Medal of Honor||honorary citizen of Kraków||honorary doctorate from the Catholic University of Lublin||honorary doctor of Fordham University||honorary doctor of Georgetown University||honorary doctor of Vilnius University||honorary doctor of the Jagiellonian University of Krakow||Order of Prince Yaroslav the Wise, 3rd class||honorary citizen of Vilnius||Order of the White Eagle||Order of Tomáš Garrigue Masaryk||Hungarian Order of Merit||Order of Merit of the Federal Republic of Germany||Order of the Three Stars||Order of the Lithuanian Grand Duke Gediminas||Order of the Star of Romania||Order of Merit (Ukraine), 3rd class||honorary citizen of Gdańsk||Zbigniew||Kazimierz||geopolitician||political scientist||pedagogue||university teacher||author||strategist||critic||Johns Hopkins University||Paul H. Nitze School of Advanced International Studies||Columbia University||Harvard University||National Security Advisor||board member||Realism||Tadeusz Brzeziński||Bachelor of Arts||master's degree||Doctor of Philosophy||Council on Foreign Relations||Atlantic Council||National Endowment for Democracy||Polish Society of Arts and Sciences Abroad||American Academy of Arts and Sciences||Trilateral Commission||Emilie Benes Brzezinski||Ian Brzezinski||Mark Brzezinski||Mika Brzezinski||The Grand Failure||The Grand Chessboard||Between Two Ages||New York City||American Political Scientists (2nd ed.)||Obalky knih.cz||Medvik||Falls Church||White Americans||white people||Brzeziński||natural causes||pneumonia||international relations||national security||American English||English||Polish||Merle Fainsod||Michael Karpovich||Jack Strong||English||Matthew Brzezinski||Zbigniew Brzeziński||full professor
Saint_Anselm_College	liberal arts college in the United States||private not-for-profit educational institution||United States of America||Category:Saint Anselm College||Catholic Church||Manchester||baccalaureate colleges: arts and sciences focus||exclusively undergraduate four-year||four-year, small, highly residential||four-year, full-time, more selective, lower transfer-in||balanced arts & sciences/professions, no graduate coexistence||Category:Saint Anselm College alumni||Anselm of Canterbury||Manchester
Blue_Dog_Coalition	congressional caucus||United States of America||centrism||fiscal conservatism||Democratic Party
Donald	male given name||Donald||Donaldo||Donaldus||Donny||Don||English||Dutch||Donald||Latin script||frequency of first names in the Netherlands, 2010
Soit_Sambu	ward of Tanzania||Tanzania||UTC+03:00||Ngorongoro District
Ben_Carson	male||United States of America||human||Detroit||Ben||Benjamin||Solomon||psychologist||neurosurgeon||politician||author||university teacher||surgeon||writer||University of Michigan||Yale University||University of Michigan Medical School||Southwestern High School||Davenport College||Spingarn Medal||Presidential Medal of Freedom||Library of Congress Living Legend||Horatio Alger Award||Republican Party||Democratic Party||independent politician||Republican Party||Carson||English||American English||Doctor of Medicine||West Friendship||Seventh-day Adventist Church||right-handedness||Ben Carson presidential campaign, 2016||Robert Solomon Carson||Candy Carson||Rhoeyce Carson||Ben Carson Jr.||Murray Carson||National Academy of Medicine||African Americans||Sonya Carson||Johns Hopkins University||The Washington Times||Johns Hopkins Hospital||United States Secretary of Housing and Urban Development||Obalky knih.cz||Medvik||WikiProject African diaspora||COVID-19||Mannatech||United States of America
Lucifer	Phosphorus||Danica||Lucifer||Auseklis||Samael||Satan||devil||Morning Star||Helel||Brockhaus and Efron Encyclopedic Dictionary||Small Brockhaus and Efron Encyclopedic Dictionary||Jewish Encyclopedia of Brockhaus and Efron||Ottův slovník naučný||Real'nyj slovar' klassicheskih drevnostej po Ljubkeru||Bible Encyclopedia of Archimandrite Nicephorus||Bible Encyclopedia of Archimandrite Nicephorus||Small Brockhaus and Efron Encyclopedic Dictionary||The Nuttall Encyclopædia||Roman deity||angel in Judaism||angels in Christianity||fallen angel||ancient Roman religion||Roman mythology||Christianity||luciferianism||Christian demonology||archangel||Lucyfer||Category:Lucifer||Hausos
CCH_(company)	publisher||software company||United States of America||Wolters Kluwer||Riverwoods||software industry
Chyron_Corporation	business||public company||NASDAQ - All Markets||Melville||United States of America
Pennsylvania_Avenue	street||Washington, D.C.||Prince George's County||United States of America||Template:Attached KML/Pennsylvania Avenue||Pennsylvania Avenue||Pennsylvania||District Department of Transportation||Category:Pennsylvania Avenue
Lisa_P._Jackson	female||United States of America||Democratic Party||human||Administrator of the Environmental Protection Agency||Philadelphia||Lisa||Princeton University||Tulane University||engineer||politician||chemist||international forum participant||New Jersey Women's Hall of Fame||The James Madison||Nature's 10||African Americans||Jackson||Apple||American Academy of Arts and Sciences||World Economic Forum Annual Meeting 2020
General_Electric	business||enterprise||public company||Thomas Alva Edison||Elihu Thomson||Charles A. Coffin||Edwin J. Houston||Category:General Electric||conglomerate||mechanical engineering||power engineering||aircraft industry||automotive industry||finance lease||Boston||Massachusetts||New York Stock Exchange,  Inc.||Tokyo Stock Exchange||GE Wind Energy||SABIC Innovative Plastics||GE Industrial||GE Consumer & Industrial||GE Energy||GE Lighting||GE Italia Holding||General Electric (Austria)||General Electric (Switzerland)||General Electric (Israel)||General Electric (Argentina)||ScanWind||GE Global Research||GE Global Research (Germany)||GE Healthcare||NBC||Radio Corporation of America||General Electric (New Zealand)||GE Aviation Czech||GE Aviation||GE Power||General Electric||GE Aerospace||United States of America||aircraft engine||Schenectady||public company||GE Transportation||Great Soviet Encyclopedia (1926–1947)||John L. Flannery||Jeff Immelt||H. Lawrence Culp Jr.||Jack Welch||Reginald H. Jones||Fred J. Borch||Ralph J. Cordiner||Philip D. Reed||Owen D. Young||General Electric Company plc||Dow Jones Industrial Average||S&P 500||Template:General Electric||Allendale Square||America's Talking||Dowty Rotol||GE Oil and Gas||National Broadcasting Company||GE Transportation||GE Wind Energy||Baker Hughes||GE Capital||GE Healthcare||GE Capital Aviation Services||GE Aviation||GE Water||TMBThanachart Bank||British Broadcasting Company Limited||Trump International Hotel and Tower||Wabtec||Tungsram||Silver Anvil Awards||Silver Anvil Awards||Netherlands Open Air Museum||H. Lawrence Culp Jr.||Sébastien Bazin||Ashton Carter||Francisco D'Souza||Ed Garden||Thomas Horton||Risa Lavizzo-Mourey||Catherine Lesjak||Paula Rosput Reynolds||Leslie Seidman||James Tisch||Stephen Angel||Bella Goren||Tom Mihaljevic||H. Lawrence Culp Jr.||T. Rowe Price||The Vanguard Group||Capital Group Companies||Fidelity Investments||BlackRock||Northern Trust||Wikipedia:Vital articles/Level/4
Washington_Navy_Yard	shipyard||naval arsenal||United States of America||Washington, D.C.||shipbuilding||National Historic Landmark||National Register of Historic Places listed place||Category:Washington Navy Yard||Benjamin Henry Latrobe||Colonial Revival architecture||Victorian architecture||Navy Yard||United States Navy||Anacostia River||Commandant's Office, Washington Navy Yard||Latrobe Gate||Officers Quarters, Washington Navy Yard||Washington Navy Yard shooting||Navy Yard||North America
University_of_Delaware	United States of America||university||land-grant university||public educational institution of the United States||public university||Category:University of Delaware||Newark||doctoral university: highest research activity||high undergraduate||research doctoral: comprehensive programs, no medical/veterinary school||four-year, large, primarily residential||four-year, full-time, more selective, lower transfer-in||balanced arts & sciences/professions, high graduate coexistence||University of Delaware Library||Category:University of Delaware alumni||Digital Library Federation||Association of Research Libraries||Scholarly Publishing and Academic Resources Coalition||Center for Research Libraries||Coalition for Networked Information||Delaware Space Grant Consortium||Category:University of Delaware faculty||Newark||English
